0.000000,0.000000,35.846526,0.000000,8
0.390880,0.000000,35.554278,0.000000,8
0.765110,0.000000,35.245017,0.000000,8
1.013086,0.000000,35.018023,0.000000,8
1.214261,0.000000,34.821691,0.000000,8
1.487542,0.000000,34.531184,0.000000,8
1.812430,0.000000,34.161714,0.000000,8
2.035883,0.000000,33.870349,0.000000,8
2.190074,0.000000,33.656808,0.000000,8
2.333334,0.000000,33.446881,0.000000,8
2.492118,0.000000,33.215005,0.000000,8
2.675017,0.000000,32.966975,0.000000,8
2.876425,0.000000,32.603930,0.000000,8
3.070723,0.000000,32.198752,0.000000,8
3.149918,0.000000,32.008386,0.000000,4
3.242973,0.000000,31.749965,0.000000,4
3.321524,0.000000,31.539437,0.000000,4
3.442191,0.000000,31.166217,0.000000,4
3.556092,0.000000,30.783324,0.000000,4
3.624044,0.000000,30.578799,0.000000,4
3.724099,0.000000,30.285861,0.000000,8
3.769311,0.000000,30.145713,0.000000,8
3.904479,0.000000,29.767692,0.000000,8
3.923213,0.000000,29.721343,0.000000,8
4.058810,0.000000,29.365533,0.000000,8
4.161370,0.000000,29.130391,0.000000,8
4.299948,0.000000,28.811135,0.000000,8
4.413075,0.000000,28.550248,0.000000,8
4.475801,0.000000,28.407573,0.000000,8
4.536240,0.000000,28.265565,0.000000,8
4.600831,0.000000,28.128875,0.000000,8
4.650077,0.000000,28.017180,0.000000,8
4.687772,0.000000,27.924861,0.000000,8
4.784559,0.000000,27.690919,0.000000,8
4.948978,0.000000,27.260459,0.000000,8
5.103995,0.000000,26.896081,0.000000,8
5.255107,0.000000,26.582582,0.000000,8
5.365149,0.000000,26.388068,0.000000,8
5.502470,0.000000,26.163152,0.000000,8
5.700046,0.000000,25.820373,0.000000,8
5.926964,0.000000,25.402907,0.000000,8
6.126277,0.000000,24.965688,0.000000,8
6.342783,0.000000,24.516004,0.000000,2
6.407616,0.000000,24.254737,0.000000,2
6.502523,0.000000,23.802985,0.000000,2
6.599118,0.000000,23.324243,0.000000,2
6.746160,0.000000,22.878085,0.000000,2
6.928908,0.000000,22.415168,0.000000,2
7.052653,0.000000,21.970832,0.000000,2
7.108694,0.000000,21.721156,0.000000,2
7.168473,0.000000,21.514264,0.000000,2
7.228669,0.000000,21.298739,0.000000,2
7.326790,0.000000,20.942822,0.000000,2
7.442467,0.000000,20.461048,0.000000,2
7.705065,0.000000,20.097071,0.000000,2
7.971241,0.000000,19.737144,0.000000,2
8.225904,0.000000,19.346437,0.000000,2
8.438454,0.000000,18.916446,0.000000,2
8.648567,0.000000,18.474057,0.000000,2
8.868452,0.000000,18.035383,0.000000,2
8.879461,0.000000,17.613333,0.000000,2
8.845755,0.000000,17.117431,0.000000,2
8.983940,0.000000,16.799480,0.000000,2
9.138374,0.000000,16.329491,0.000000,2
9.135803,0.000000,16.015053,0.000000,2
9.175191,0.000000,15.599214,0.000000,9
9.211780,0.000000,15.218383,0.000000,9
9.245026,0.000000,14.802525,0.000000,9
9.307601,0.000000,14.415229,0.000000,9
9.391591,0.000000,14.013553,0.000000,9
9.416145,0.000000,13.714961,0.000000,9
9.495480,0.000000,13.225320,0.000000,9
9.528846,0.000000,12.732670,0.000000,9
9.691873,0.000000,12.294097,0.000000,9
9.839281,0.000000,11.833486,0.000000,9
9.981469,0.000000,11.357175,0.000000,9
10.085074,0.000000,10.887818,0.000000,9
10.189097,0.000000,10.400152,0.000000,9
10.260491,0.000000,9.933012,0.000000,9
10.317254,0.000000,9.446254,0.000000,7
10.333653,0.000000,8.949559,0.000000,7
10.411800,0.000000,8.462735,0.000000,7
10.465978,0.000000,7.981947,0.000000,7
10.533893,0.000000,7.489001,0.000000,7
10.598037,0.000000,7.002848,0.000000,7
10.681023,0.000000,6.513040,0.000000,7
10.836896,0.000000,6.049008,0.000000,7
10.989555,0.000000,5.581870,0.000000,7
11.160437,0.000000,5.122210,0.000000,2
11.349568,0.000000,4.679286,0.000000,2
11.559438,0.000000,4.288159,0.000000,2
11.752256,0.000000,3.973834,0.000000,9
11.959438,0.000000,3.654839,0.000000,9
12.166306,0.000000,3.335277,0.000000,9
12.401090,0.000000,2.991094,0.000000,9
12.672215,0.000000,2.575794,0.000000,9
12.938035,0.000000,2.157254,0.000000,9
13.177353,0.000000,1.848109,0.000000,9
13.340277,0.000000,1.644298,0.000000,9
13.526720,0.000000,1.457096,0.000000,9
13.709197,0.000000,1.299398,0.000000,9
13.832514,0.000000,1.201472,0.000000,9
13.832514,0.000000,0.000000,0.000000,12
43.832514,0.000000,0.000000,0.000000,-1
